ProjectID,DeliverableName,StartDate,EndDate,Duration(Days)
813,Design Document,2016-06-01,2016-06-22,22
813,Code,2016-06-23,2016-07-03,11
813,Unit Test,2016-07-04,2016-07-10,7
813,System Test,2016-07-11,2016-08-23,44
814,Project Plan,2015-06-07,2015-06-14,8
814,Requirements Specification,2015-06-15,2015-07-06,22
814,Design Document,2015-07-07,2015-08-03,28
814,Code,2015-08-04,2015-08-22,19
814,Unit Test,2015-08-23,2015-08-30,8
814,System Test,2015-08-31,2015-10-13,44
815,Project Plan,2020-07-23,2020-08-02,11
815,Requirements Specification,2020-08-03,2020-08-20,18
815,Design Document,2020-08-21,2020-09-10,21
815,Code,2020-09-11,2020-09-29,19
815,Unit Test,2020-09-30,2020-10-09,10
815,System Test,2020-10-10,2020-11-24,46
816,Project Plan,2016-10-30,2016-11-06,8
816,Requirements Specification,2016-11-07,2016-11-22,16
816,Design Document,2016-11-23,2016-12-14,22
816,Code,2016-12-15,2016-12-28,14
816,Unit Test,2016-12-29,2017-01-04,7
816,System Test,2017-01-05,2017-02-12,39
817,Project Plan,2019-09-23,2019-09-28,6
817,Requirements Specification,2019-09-29,2019-10-14,16
817,Design Document,2019-10-15,2019-11-10,27
817,Code,2019-11-11,2019-11-26,16
817,Unit Test,2019-11-27,2019-12-05,9
817,System Test,2019-12-06,2020-01-03,29
818,Project Plan,2020-11-20,2020-11-26,7
818,Requirements Specification,2020-11-27,2020-12-14,18
818,Design Document,2020-12-15,2021-01-10,27
818,Code,2021-01-11,2021-01-27,17
818,Unit Test,2021-01-28,2021-02-05,9
818,System Test,2021-02-06,2021-03-05,28
819,Project Plan,2017-02-20,2017-03-01,10
819,Requirements Specification,2017-03-02,2017-03-18,17
819,Design Document,2017-03-19,2017-04-09,22
819,Code,2017-04-10,2017-04-27,18
819,Unit Test,2017-04-28,2017-05-08,11
819,System Test,2017-05-09,2017-06-18,41
820,Project Plan,2018-08-25,2018-08-31,7
820,Requirements Specification,2018-09-01,2018-09-20,20
820,Design Document,2018-09-21,2018-10-19,29
820,Code,2018-10-20,2018-11-01,13
820,Unit Test,2018-11-02,2018-11-13,12
820,System Test,2018-11-14,2019-01-04,52
821,Project Plan,2015-02-28,2015-03-12,13
821,Requirements Specification,2015-03-13,2015-04-01,20
821,Design Document,2015-04-02,2015-04-28,27
821,Code,2015-04-29,2015-05-17,19
821,Unit Test,2015-05-18,2015-05-27,10
821,System Test,2015-05-28,2015-06-30,34
822,Project Plan,2018-01-23,2018-01-31,9
822,Requirements Specification,2018-02-01,2018-02-20,20
822,Design Document,2018-02-21,2018-03-11,19
822,Code,2018-03-12,2018-03-25,14
822,Unit Test,2018-03-26,2018-04-06,12
822,System Test,2018-04-07,2018-04-24,18
823,Project Plan,2016-11-13,2016-11-25,13
823,Requirements Specification,2016-11-26,2016-12-18,23
823,Design Document,2016-12-19,2017-01-10,23
823,Code,2017-01-11,2017-01-26,16
823,Unit Test,2017-01-27,2017-02-05,10
823,System Test,2017-02-06,2017-03-29,52
824,Project Plan,2016-05-17,2016-05-27,11
824,Requirements Specification,2016-05-28,2016-06-11,15
824,Design Document,2016-06-12,2016-07-08,27
824,Code,2016-07-09,2016-07-22,14
824,Unit Test,2016-07-23,2016-08-01,10
824,System Test,2016-08-02,2016-09-02,32
825,Project Plan,2018-09-15,2018-09-27,13
825,Requirements Specification,2018-09-28,2018-10-20,23
825,Design Document,2018-10-21,2018-11-11,22
825,Code,2018-11-12,2018-11-21,10
825,Unit Test,2018-11-22,2018-11-30,9
825,System Test,2018-12-01,2019-01-13,44
826,Project Plan,2020-08-22,2020-08-31,10
826,Requirements Specification,2020-09-01,2020-09-23,23
826,Design Document,2020-09-24,2020-10-21,28
826,Code,2020-10-22,2020-11-07,17
826,Unit Test,2020-11-08,2020-11-17,10
826,System Test,2020-11-18,2020-12-13,26
827,Project Plan,2018-01-27,2018-02-04,9
827,Requirements Specification,2018-02-05,2018-02-27,23
827,Design Document,2018-02-28,2018-03-23,24
827,Code,2018-03-24,2018-04-08,16
827,Unit Test,2018-04-09,2018-04-17,9
827,System Test,2018-04-18,2018-05-16,29
828,Project Plan,2017-11-04,2017-11-12,9
828,Requirements Specification,2017-11-13,2017-12-02,20
828,Design Document,2017-12-03,2017-12-24,22
828,Code,2017-12-25,2018-01-07,14
828,Unit Test,2018-01-08,2018-01-15,8
828,System Test,2018-01-16,2018-03-07,51
829,Project Plan,2016-06-23,2016-07-01,9
829,Requirements Specification,2016-07-02,2016-07-25,24
829,Design Document,2016-07-26,2016-08-25,31
829,Code,2016-08-26,2016-09-08,14
829,Unit Test,2016-09-09,2016-09-15,7
829,System Test,2016-09-16,2016-10-04,19
830,Project Plan,2019-09-24,2019-09-30,7
830,Requirements Specification,2019-10-01,2019-10-15,15
830,Design Document,2019-10-16,2019-11-14,30
830,Code,2019-11-15,2019-11-29,15
830,Unit Test,2019-11-30,2019-12-09,10
830,System Test,2019-12-10,2019-12-26,17
831,Project Plan,2015-03-22,2015-03-28,7
831,Requirements Specification,2015-03-29,2015-04-19,22
831,Design Document,2015-04-20,2015-05-15,26
831,Code,2015-05-16,2015-05-29,14
831,Unit Test,2015-05-30,2015-06-09,11
831,System Test,2015-06-10,2015-08-04,56
832,Project Plan,2017-08-29,2017-09-06,9
832,Requirements Specification,2017-09-07,2017-09-26,20
832,Design Document,2017-09-27,2017-10-21,25
832,Code,2017-10-22,2017-11-12,22
832,Unit Test,2017-11-13,2017-11-17,5
832,System Test,2017-11-18,2018-01-02,46
833,Project Plan,2016-02-19,2016-02-27,9
833,Requirements Specification,2016-02-28,2016-03-19,21
833,Design Document,2016-03-20,2016-04-10,22
833,Code,2016-04-11,2016-04-24,14
833,Unit Test,2016-04-25,2016-05-05,11
833,System Test,2016-05-06,2016-07-15,71
834,Project Plan,2019-05-16,2019-05-26,11
834,Requirements Specification,2019-05-27,2019-06-12,17
834,Design Document,2019-06-13,2019-07-05,23
834,Code,2019-07-06,2019-07-18,13
834,Unit Test,2019-07-19,2019-07-24,6
834,System Test,2019-07-25,2019-08-29,36
835,Project Plan,2019-07-24,2019-08-03,11
835,Requirements Specification,2019-08-04,2019-08-19,16
835,Design Document,2019-08-20,2019-09-17,29
835,Code,2019-09-18,2019-10-03,16
835,Unit Test,2019-10-04,2019-10-11,8
835,System Test,2019-10-12,2019-11-18,38
836,Project Plan,2020-01-24,2020-02-05,13
836,Requirements Specification,2020-02-06,2020-02-27,22
836,Design Document,2020-02-28,2020-03-23,25
836,Code,2020-03-24,2020-04-06,14
836,Unit Test,2020-04-07,2020-04-16,10
836,System Test,2020-04-17,2020-05-20,34
837,Project Plan,2019-11-15,2019-11-19,5
837,Requirements Specification,2019-11-20,2019-12-15,26
837,Design Document,2019-12-16,2020-01-09,25
837,Code,2020-01-10,2020-01-25,16
837,Unit Test,2020-01-26,2020-02-03,9
837,System Test,2020-02-04,2020-03-06,32
838,Project Plan,2017-01-23,2017-01-31,9
838,Requirements Specification,2017-02-01,2017-02-15,15
838,Design Document,2017-02-16,2017-03-21,34
838,Code,2017-03-22,2017-04-01,11
838,Unit Test,2017-04-02,2017-04-08,7
838,System Test,2017-04-09,2017-05-13,35
839,Project Plan,2017-07-26,2017-08-06,12
839,Requirements Specification,2017-08-07,2017-08-26,20
839,Design Document,2017-08-27,2017-09-15,20
839,Code,2017-09-16,2017-10-03,18
839,Unit Test,2017-10-04,2017-10-14,11
839,System Test,2017-10-15,2017-11-28,45
840,Project Plan,2020-04-17,2020-04-27,11
840,Requirements Specification,2020-04-28,2020-05-24,27
840,Design Document,2020-05-25,2020-06-26,33
840,Code,2020-06-27,2020-07-08,12
840,Unit Test,2020-07-09,2020-07-21,13
840,System Test,2020-07-22,2020-09-02,43
841,Project Plan,2016-04-11,2016-04-20,10
841,Requirements Specification,2016-04-21,2016-05-04,14
841,Design Document,2016-05-05,2016-05-28,24
841,Code,2016-05-29,2016-06-09,12
841,Unit Test,2016-06-10,2016-06-20,11
841,System Test,2016-06-21,2016-08-09,50
842,Project Plan,2017-12-22,2017-12-26,5
842,Requirements Specification,2017-12-27,2018-01-14,19
842,Design Document,2018-01-15,2018-02-12,29
842,Code,2018-02-13,2018-02-26,14
842,Unit Test,2018-02-27,2018-03-09,11
842,System Test,2018-03-10,2018-04-21,43
843,Project Plan,2018-02-26,2018-03-07,10
843,Requirements Specification,2018-03-08,2018-03-26,19
843,Design Document,2018-03-27,2018-04-15,20
843,Code,2018-04-16,2018-04-26,11
843,Unit Test,2018-04-27,2018-05-07,11
843,System Test,2018-05-08,2018-06-16,40
844,Project Plan,2020-06-13,2020-06-21,9
844,Requirements Specification,2020-06-22,2020-07-09,18
844,Design Document,2020-07-10,2020-08-01,23
844,Code,2020-08-02,2020-08-19,18
844,Unit Test,2020-08-20,2020-08-28,9
844,System Test,2020-08-29,2020-09-23,26
845,Project Plan,2018-06-05,2018-06-15,11
845,Requirements Specification,2018-06-16,2018-07-04,19
845,Design Document,2018-07-05,2018-07-29,25
845,Code,2018-07-30,2018-08-17,19
845,Unit Test,2018-08-18,2018-08-26,9
845,System Test,2018-08-27,2018-10-07,42
846,Project Plan,2020-07-11,2020-07-17,7
846,Requirements Specification,2020-07-18,2020-08-05,19
846,Design Document,2020-08-06,2020-09-01,27
846,Code,2020-09-02,2020-09-11,10
846,Unit Test,2020-09-12,2020-09-21,10
846,System Test,2020-09-22,2020-11-01,41
847,Project Plan,2016-12-27,2017-01-05,10
847,Requirements Specification,2017-01-06,2017-01-28,23
847,Design Document,2017-01-29,2017-02-23,26
847,Code,2017-02-24,2017-03-14,19
847,Unit Test,2017-03-15,2017-03-22,8
847,System Test,2017-03-23,2017-05-02,41
848,Project Plan,2020-09-13,2020-09-22,10
848,Requirements Specification,2020-09-23,2020-10-08,16
848,Design Document,2020-10-09,2020-11-05,28
848,Code,2020-11-06,2020-11-26,21
848,Unit Test,2020-11-27,2020-12-05,9
848,System Test,2020-12-06,2021-01-19,45
849,Project Plan,2015-05-10,2015-05-19,10
849,Requirements Specification,2015-05-20,2015-06-05,17
849,Design Document,2015-06-06,2015-06-22,17
849,Code,2015-06-23,2015-07-04,12
849,Unit Test,2015-07-05,2015-07-11,7
849,System Test,2015-07-12,2015-09-06,57
850,Project Plan,2018-09-05,2018-09-13,9
850,Requirements Specification,2018-09-14,2018-10-01,18
850,Design Document,2018-10-02,2018-10-29,28
850,Code,2018-10-30,2018-11-09,11
850,Unit Test,2018-11-10,2018-11-17,8
850,System Test,2018-11-18,2018-12-27,40
851,Project Plan,2017-08-18,2017-08-29,12
851,Requirements Specification,2017-08-30,2017-09-19,21
851,Design Document,2017-09-20,2017-10-14,25
851,Code,2017-10-15,2017-10-29,15
851,Unit Test,2017-10-30,2017-11-08,10
851,System Test,2017-11-09,2017-12-20,42
852,Project Plan,2020-07-22,2020-07-28,7
852,Requirements Specification,2020-07-29,2020-08-17,20
852,Design Document,2020-08-18,2020-09-06,20
852,Code,2020-09-07,2020-09-21,15
852,Unit Test,2020-09-22,2020-09-30,9
852,System Test,2020-10-01,2020-12-04,65
853,Project Plan,2019-05-03,2019-05-11,9
853,Requirements Specification,2019-05-12,2019-05-26,15
853,Design Document,2019-05-27,2019-06-19,24
853,Code,2019-06-20,2019-07-05,16
853,Unit Test,2019-07-06,2019-07-18,13
853,System Test,2019-07-19,2019-08-21,34
854,Project Plan,2019-07-23,2019-07-28,6
854,Requirements Specification,2019-07-29,2019-08-19,22
854,Design Document,2019-08-20,2019-09-07,19
854,Code,2019-09-08,2019-09-20,13
854,Unit Test,2019-09-21,2019-09-29,9
854,System Test,2019-09-30,2019-11-07,39
855,Project Plan,2015-04-09,2015-04-19,11
855,Requirements Specification,2015-04-20,2015-05-06,17
855,Design Document,2015-05-07,2015-05-29,23
855,Code,2015-05-30,2015-06-12,14
855,Unit Test,2015-06-13,2015-06-22,10
855,System Test,2015-06-23,2015-08-01,40
856,Project Plan,2015-08-01,2015-08-10,10
856,Requirements Specification,2015-08-11,2015-09-01,22
856,Design Document,2015-09-02,2015-09-27,26
856,Code,2015-09-28,2015-10-13,16
856,Unit Test,2015-10-14,2015-10-19,6
856,System Test,2015-10-20,2015-11-28,40
857,Project Plan,2017-06-20,2017-06-29,10
857,Requirements Specification,2017-06-30,2017-07-21,22
857,Design Document,2017-07-22,2017-08-12,22
857,Code,2017-08-13,2017-08-25,13
857,Unit Test,2017-08-26,2017-09-02,8
857,System Test,2017-09-03,2017-10-17,45
858,Project Plan,2020-10-02,2020-10-13,12
858,Requirements Specification,2020-10-14,2020-10-31,18
858,Design Document,2020-11-01,2020-11-28,28
858,Code,2020-11-29,2020-12-13,15
858,Unit Test,2020-12-14,2020-12-22,9
858,System Test,2020-12-23,2021-01-28,37
859,Project Plan,2018-11-28,2018-12-08,11
859,Requirements Specification,2018-12-09,2018-12-28,20
859,Design Document,2018-12-29,2019-01-31,34
859,Code,2019-02-01,2019-02-12,12
859,Unit Test,2019-02-13,2019-02-23,11
859,System Test,2019-02-24,2019-03-29,34
860,Project Plan,2020-03-08,2020-03-15,8
860,Requirements Specification,2020-03-16,2020-04-03,19
860,Design Document,2020-04-04,2020-04-28,25
860,Code,2020-04-29,2020-05-21,23
860,Unit Test,2020-05-22,2020-05-30,9
860,System Test,2020-05-31,2020-06-27,28
861,Project Plan,2015-02-02,2015-02-11,10
861,Requirements Specification,2015-02-12,2015-02-24,13
861,Design Document,2015-02-25,2015-03-20,24
861,Code,2015-03-21,2015-04-04,15
861,Unit Test,2015-04-05,2015-04-15,11
861,System Test,2015-04-16,2015-06-03,49
862,Project Plan,2016-06-03,2016-06-10,8
862,Requirements Specification,2016-06-11,2016-06-29,19
862,Design Document,2016-06-30,2016-07-20,21
862,Code,2016-07-21,2016-07-31,11
862,Unit Test,2016-08-01,2016-08-10,10
862,System Test,2016-08-11,2016-09-06,27
863,Project Plan,2018-07-27,2018-08-04,9
863,Requirements Specification,2018-08-05,2018-08-21,17
863,Design Document,2018-08-22,2018-09-17,27
863,Code,2018-09-18,2018-10-07,20
863,Unit Test,2018-10-08,2018-10-14,7
863,System Test,2018-10-15,2018-11-04,21
864,Project Plan,2017-11-15,2017-11-23,9
864,Requirements Specification,2017-11-24,2017-12-13,20
864,Design Document,2017-12-14,2018-01-07,25
864,Code,2018-01-08,2018-01-20,13
864,Unit Test,2018-01-21,2018-01-29,9
864,System Test,2018-01-30,2018-03-13,43
865,Project Plan,2019-08-10,2019-08-21,12
865,Requirements Specification,2019-08-22,2019-09-04,14
865,Design Document,2019-09-05,2019-09-27,23
865,Code,2019-09-28,2019-10-12,15
865,Unit Test,2019-10-13,2019-10-20,8
865,System Test,2019-10-21,2019-12-16,57
866,Project Plan,2019-12-12,2019-12-19,8
866,Requirements Specification,2019-12-20,2020-01-07,19
866,Design Document,2020-01-08,2020-02-03,27
866,Code,2020-02-04,2020-02-16,13
866,Unit Test,2020-02-17,2020-02-22,6
866,System Test,2020-02-23,2020-03-28,35
867,Project Plan,2018-12-01,2018-12-12,12
867,Requirements Specification,2018-12-13,2018-12-30,18
867,Design Document,2018-12-31,2019-01-20,21
867,Code,2019-01-21,2019-02-06,17
867,Unit Test,2019-02-07,2019-02-15,9
867,System Test,2019-02-16,2019-03-21,34
868,Project Plan,2016-05-21,2016-05-30,10
868,Requirements Specification,2016-05-31,2016-06-21,22
868,Design Document,2016-06-22,2016-07-25,34
868,Code,2016-07-26,2016-08-11,17
868,Unit Test,2016-08-12,2016-08-23,12
868,System Test,2016-08-24,2016-09-26,34
869,Project Plan,2016-02-21,2016-02-27,7
869,Requirements Specification,2016-02-28,2016-03-18,20
869,Design Document,2016-03-19,2016-04-12,25
869,Code,2016-04-13,2016-04-23,11
869,Unit Test,2016-04-24,2016-05-02,9
869,System Test,2016-05-03,2016-06-14,43
870,Project Plan,2017-10-12,2017-10-21,10
870,Requirements Specification,2017-10-22,2017-11-11,21
870,Design Document,2017-11-12,2017-12-07,26
870,Code,2017-12-08,2017-12-20,13
870,Unit Test,2017-12-21,2017-12-28,8
870,System Test,2017-12-29,2018-01-25,28
871,Project Plan,2015-03-10,2015-03-22,13
871,Requirements Specification,2015-03-23,2015-04-11,20
871,Design Document,2015-04-12,2015-05-05,24
871,Code,2015-05-06,2015-05-17,12
871,Unit Test,2015-05-18,2015-06-01,15
871,System Test,2015-06-02,2015-06-30,29
872,Project Plan,2018-05-29,2018-06-06,9
872,Requirements Specification,2018-06-07,2018-06-27,21
872,Design Document,2018-06-28,2018-07-24,27
872,Code,2018-07-25,2018-08-10,17
872,Unit Test,2018-08-11,2018-08-23,13
872,System Test,2018-08-24,2018-10-07,45
873,Project Plan,2016-03-18,2016-03-24,7
873,Requirements Specification,2016-03-25,2016-04-12,19
873,Design Document,2016-04-13,2016-05-08,26
873,Code,2016-05-09,2016-05-29,21
873,Unit Test,2016-05-30,2016-06-05,7
873,System Test,2016-06-06,2016-07-27,52
874,Project Plan,2016-05-21,2016-05-30,10
874,Requirements Specification,2016-05-31,2016-06-21,22
874,Design Document,2016-06-22,2016-07-15,24
874,Code,2016-07-16,2016-07-27,12
874,Unit Test,2016-07-28,2016-08-07,11
874,System Test,2016-08-08,2016-09-22,46
875,Project Plan,2017-05-09,2017-05-19,11
875,Requirements Specification,2017-05-20,2017-06-07,19
875,Design Document,2017-06-08,2017-06-29,22
875,Code,2017-06-30,2017-07-09,10
875,Unit Test,2017-07-10,2017-07-20,11
875,System Test,2017-07-21,2017-09-02,44
876,Project Plan,2017-05-03,2017-05-10,8
876,Requirements Specification,2017-05-11,2017-05-28,18
876,Design Document,2017-05-29,2017-06-20,23
876,Code,2017-06-21,2017-06-30,10
876,Unit Test,2017-07-01,2017-07-08,8
876,System Test,2017-07-09,2017-08-05,28
877,Project Plan,2016-07-14,2016-07-22,9
877,Requirements Specification,2016-07-23,2016-08-08,17
877,Design Document,2016-08-09,2016-08-26,18
877,Code,2016-08-27,2016-09-16,21
877,Unit Test,2016-09-17,2016-09-28,12
877,System Test,2016-09-29,2016-10-30,32
878,Project Plan,2020-10-04,2020-10-13,10
878,Requirements Specification,2020-10-14,2020-11-03,21
878,Design Document,2020-11-04,2020-12-02,29
878,Code,2020-12-03,2020-12-14,12
878,Unit Test,2020-12-15,2020-12-26,12
878,System Test,2020-12-27,2021-01-29,34
879,Project Plan,2016-12-31,2017-01-06,7
879,Requirements Specification,2017-01-07,2017-01-28,22
879,Design Document,2017-01-29,2017-02-27,30
879,Code,2017-02-28,2017-03-21,22
879,Unit Test,2017-03-22,2017-03-28,7
879,System Test,2017-03-29,2017-05-13,46
880,Project Plan,2020-04-12,2020-04-20,9
880,Requirements Specification,2020-04-21,2020-05-12,22
880,Design Document,2020-05-13,2020-05-31,19
880,Code,2020-06-01,2020-06-11,11
880,Unit Test,2020-06-12,2020-06-19,8
880,System Test,2020-06-20,2020-07-29,40
881,Project Plan,2018-05-17,2018-05-24,8
881,Requirements Specification,2018-05-25,2018-06-14,21
881,Design Document,2018-06-15,2018-07-13,29
881,Code,2018-07-14,2018-07-29,16
881,Unit Test,2018-07-30,2018-08-11,13
881,System Test,2018-08-12,2018-09-24,44
882,Project Plan,2019-08-18,2019-08-24,7
882,Requirements Specification,2019-08-25,2019-09-17,24
882,Design Document,2019-09-18,2019-10-09,22
882,Code,2019-10-10,2019-10-26,17
882,Unit Test,2019-10-27,2019-11-08,13
882,System Test,2019-11-09,2019-12-22,44
883,Project Plan,2019-10-07,2019-10-13,7
883,Requirements Specification,2019-10-14,2019-10-30,17
883,Design Document,2019-10-31,2019-11-29,30
883,Code,2019-11-30,2019-12-13,14
883,Unit Test,2019-12-14,2019-12-23,10
883,System Test,2019-12-24,2020-02-08,47
884,Project Plan,2019-07-13,2019-07-23,11
884,Requirements Specification,2019-07-24,2019-08-12,20
884,Design Document,2019-08-13,2019-09-05,24
884,Code,2019-09-06,2019-09-19,14
884,Unit Test,2019-09-20,2019-09-30,11
884,System Test,2019-10-01,2019-11-14,45
885,Project Plan,2018-06-14,2018-06-22,9
885,Requirements Specification,2018-06-23,2018-07-15,23
885,Design Document,2018-07-16,2018-08-08,24
885,Code,2018-08-09,2018-08-20,12
885,Unit Test,2018-08-21,2018-08-28,8
885,System Test,2018-08-29,2018-09-27,30
886,Project Plan,2018-08-27,2018-09-04,9
886,Requirements Specification,2018-09-05,2018-09-27,23
886,Design Document,2018-09-28,2018-10-18,21
886,Code,2018-10-19,2018-11-02,15
886,Unit Test,2018-11-03,2018-11-10,8
886,System Test,2018-11-11,2018-12-17,37
887,Project Plan,2016-08-24,2016-08-29,6
887,Requirements Specification,2016-08-30,2016-09-17,19
887,Design Document,2016-09-18,2016-10-11,24
887,Code,2016-10-12,2016-10-27,16
887,Unit Test,2016-10-28,2016-11-06,10
887,System Test,2016-11-07,2016-12-04,28
888,Project Plan,2015-06-26,2015-07-07,12
888,Requirements Specification,2015-07-08,2015-07-27,20
888,Design Document,2015-07-28,2015-08-21,25
888,Code,2015-08-22,2015-09-04,14
888,Unit Test,2015-09-05,2015-09-12,8
888,System Test,2015-09-13,2015-10-24,42
889,Project Plan,2020-08-30,2020-09-08,10
889,Requirements Specification,2020-09-09,2020-09-22,14
889,Design Document,2020-09-23,2020-10-14,22
889,Code,2020-10-15,2020-10-28,14
889,Unit Test,2020-10-29,2020-11-07,10
889,System Test,2020-11-08,2020-12-28,51
890,Project Plan,2020-02-29,2020-03-07,8
890,Requirements Specification,2020-03-08,2020-03-25,18
890,Design Document,2020-03-26,2020-04-16,22
890,Code,2020-04-17,2020-04-28,12
890,Unit Test,2020-04-29,2020-05-07,9
890,System Test,2020-05-08,2020-06-23,47
891,Project Plan,2015-12-21,2015-12-27,7
891,Requirements Specification,2015-12-28,2016-01-17,21
891,Design Document,2016-01-18,2016-02-04,18
891,Code,2016-02-05,2016-02-17,13
891,Unit Test,2016-02-18,2016-02-26,9
891,System Test,2016-02-27,2016-04-22,56
892,Project Plan,2018-03-09,2018-03-17,9
892,Requirements Specification,2018-03-18,2018-03-30,13
892,Design Document,2018-03-31,2018-04-16,17
892,Code,2018-04-17,2018-05-01,15
892,Unit Test,2018-05-02,2018-05-12,11
892,System Test,2018-05-13,2018-06-24,43
893,Project Plan,2018-08-14,2018-08-23,10
893,Requirements Specification,2018-08-24,2018-09-15,23
893,Design Document,2018-09-16,2018-10-07,22
893,Code,2018-10-08,2018-10-24,17
893,Unit Test,2018-10-25,2018-10-30,6
893,System Test,2018-10-31,2018-11-29,30
894,Project Plan,2020-08-18,2020-08-23,6
894,Requirements Specification,2020-08-24,2020-09-11,19
894,Design Document,2020-09-12,2020-10-05,24
894,Code,2020-10-06,2020-10-20,15
894,Unit Test,2020-10-21,2020-10-30,10
894,System Test,2020-10-31,2020-11-29,30
895,Project Plan,2020-06-14,2020-06-22,9
895,Requirements Specification,2020-06-23,2020-07-07,15
895,Design Document,2020-07-08,2020-08-06,30
895,Code,2020-08-07,2020-08-20,14
895,Unit Test,2020-08-21,2020-08-29,9
895,System Test,2020-08-30,2020-10-23,55
896,Project Plan,2017-05-30,2017-06-05,7
896,Requirements Specification,2017-06-06,2017-06-21,16
896,Design Document,2017-06-22,2017-07-11,20
896,Code,2017-07-12,2017-07-25,14
896,Unit Test,2017-07-26,2017-08-04,10
896,System Test,2017-08-05,2017-09-20,47
897,Project Plan,2017-09-11,2017-09-25,15
897,Requirements Specification,2017-09-26,2017-10-08,13
897,Design Document,2017-10-09,2017-11-04,27
897,Code,2017-11-05,2017-11-17,13
897,Unit Test,2017-11-18,2017-11-25,8
897,System Test,2017-11-26,2017-12-28,33
898,Project Plan,2017-12-25,2018-01-01,8
898,Requirements Specification,2018-01-02,2018-01-26,25
898,Design Document,2018-01-27,2018-02-23,28
898,Code,2018-02-24,2018-03-10,15
898,Unit Test,2018-03-11,2018-03-22,12
898,System Test,2018-03-23,2018-04-15,24
899,Project Plan,2017-07-19,2017-07-25,7
899,Requirements Specification,2017-07-26,2017-08-07,13
899,Design Document,2017-08-08,2017-08-29,22
899,Code,2017-08-30,2017-09-13,15
899,Unit Test,2017-09-14,2017-09-23,10
899,System Test,2017-09-24,2017-11-03,41
900,Project Plan,2019-11-28,2019-12-04,7
900,Requirements Specification,2019-12-05,2019-12-26,22
900,Design Document,2019-12-27,2020-01-20,25
900,Code,2020-01-21,2020-02-06,17
900,Unit Test,2020-02-07,2020-02-12,6
900,System Test,2020-02-13,2020-03-26,43
901,Project Plan,2019-01-23,2019-01-29,7
901,Requirements Specification,2019-01-30,2019-02-16,18
901,Design Document,2019-02-17,2019-03-15,27
901,Code,2019-03-16,2019-03-30,15
901,Unit Test,2019-03-31,2019-04-07,8
901,System Test,2019-04-08,2019-05-17,40
902,Project Plan,2017-12-31,2018-01-05,6
902,Requirements Specification,2018-01-06,2018-01-28,23
902,Design Document,2018-01-29,2018-02-21,24
902,Code,2018-02-22,2018-03-11,18
902,Unit Test,2018-03-12,2018-03-19,8
902,System Test,2018-03-20,2018-04-22,34
903,Project Plan,2017-07-09,2017-07-16,8
903,Requirements Specification,2017-07-17,2017-08-07,22
903,Design Document,2017-08-08,2017-08-29,22
903,Code,2017-08-30,2017-09-14,16
903,Unit Test,2017-09-15,2017-09-23,9
903,System Test,2017-09-24,2017-10-13,20
904,Project Plan,2018-02-22,2018-03-01,8
904,Requirements Specification,2018-03-02,2018-03-17,16
904,Design Document,2018-03-18,2018-04-11,25
904,Code,2018-04-12,2018-04-22,11
904,Unit Test,2018-04-23,2018-05-03,11
904,System Test,2018-05-04,2018-06-11,39
905,Project Plan,2015-09-19,2015-09-27,9
905,Requirements Specification,2015-09-28,2015-10-18,21
905,Design Document,2015-10-19,2015-11-15,28
905,Code,2015-11-16,2015-11-29,14
905,Unit Test,2015-11-30,2015-12-07,8
905,System Test,2015-12-08,2015-12-29,22
906,Project Plan,2015-04-01,2015-04-08,8
906,Requirements Specification,2015-04-09,2015-04-26,18
906,Design Document,2015-04-27,2015-05-21,25
906,Code,2015-05-22,2015-06-03,13
906,Unit Test,2015-06-04,2015-06-14,11
906,System Test,2015-06-15,2015-07-17,33
907,Project Plan,2016-05-21,2016-05-29,9
907,Requirements Specification,2016-05-30,2016-06-21,23
907,Design Document,2016-06-22,2016-07-17,26
907,Code,2016-07-18,2016-07-31,14
907,Unit Test,2016-08-01,2016-08-08,8
907,System Test,2016-08-09,2016-09-10,33
908,Project Plan,2020-01-29,2020-02-05,8
908,Requirements Specification,2020-02-06,2020-02-23,18
908,Design Document,2020-02-24,2020-03-22,28
908,Code,2020-03-23,2020-04-05,14
908,Unit Test,2020-04-06,2020-04-12,7
908,System Test,2020-04-13,2020-06-08,57
909,Project Plan,2015-06-20,2015-06-29,10
909,Requirements Specification,2015-06-30,2015-07-14,15
909,Design Document,2015-07-15,2015-08-06,23
909,Code,2015-08-07,2015-08-21,15
909,Unit Test,2015-08-22,2015-09-03,13
909,System Test,2015-09-04,2015-10-01,28
910,Project Plan,2019-07-13,2019-07-23,11
910,Requirements Specification,2019-07-24,2019-08-16,24
910,Design Document,2019-08-17,2019-09-07,22
910,Code,2019-09-08,2019-09-21,14
910,Unit Test,2019-09-22,2019-09-28,7
910,System Test,2019-09-29,2019-11-04,37
911,Project Plan,2020-06-23,2020-07-01,9
911,Requirements Specification,2020-07-02,2020-07-22,21
911,Design Document,2020-07-23,2020-08-20,29
911,Code,2020-08-21,2020-09-01,12
911,Unit Test,2020-09-02,2020-09-07,6
911,System Test,2020-09-08,2020-10-16,39
912,Project Plan,2020-05-01,2020-05-10,10
912,Requirements Specification,2020-05-11,2020-05-30,20
912,Design Document,2020-05-31,2020-06-22,23
912,Code,2020-06-23,2020-07-07,15
912,Unit Test,2020-07-08,2020-07-20,13
912,System Test,2020-07-21,2020-09-01,43
